id,name,start_date,end_date,created_at,updated_at
1,"Male","2023-03-30",,"2023-05-19T11:18:45Z","2023-12-21T00:02:03Z"
3,"Female","2023-03-30",,"2023-05-19T11:18:45Z","2023-12-21T00:02:03Z"
4,"Other","2023-03-30",,"2023-05-19T11:18:45Z","2023-12-21T00:02:03Z"
5,"Prefer not to say","2023-03-30",,"2023-05-19T11:18:45Z","2023-12-21T00:02:03Z"
